en_form,domain,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances_in_domain,pct_of_form_in_domain
easier,Tech,Affect,"einfacher, leichter","einfacher:1, leichter:1",Having more communication and information at our fingertips at any given moment was supposed to make decision - making easier and more rational .,"Jederzeit mehr Konversationen und mehr Informationen zu der Verfügung zu haben , sollte uns helfen , leichter und rationaler Entscheidungen zu fällen .",2,5,0.4
easier,Tech,Judgement,einfacher,einfacher:2,"And the snail 's wired to a stick , so he 's a little bit easier to set up the shot .","Die Schnecke ist an einen Stock gebunden , damit es etwas einfacher ist , den Schlagvorgang einzurichten .",2,5,0.4
easier,Tech,Appreciation,leichter,leichter:1,"And that 's really important , because high - purity CO2 is easier to liquify , easier to transport , whether it 's in a pipeline or a truck , or even easier to use directly , say , as a fuel or a chemical .","Und das ist wirklich wichtig , denn hochreines CO2 lässt sich leichter verflüssigen , leichter transportieren , entweder mittels Pipeline oder LKW , oder noch einfacher , direkt nutzen , zu dem Beispiel als Treibstoff oder eine Chemikalie .",1,5,0.2
easy,Art,Affect,einfach,einfach:1,"I did n't need my dream to be easy , I just needed it to be possible .","Mein Traum musste nicht einfach sein , er musste nur möglich sein .",1,4,0.25
easy,Art,Judgement,einfach,einfach:1,"For some of you , it 's pretty easy .",Für einige von Ihnen ist das ziemlich einfach .,1,4,0.25
easy,Art,Appreciation,einfach,einfach:2,And I would like to say that life was totally easy with them .,"Ich würde gerne sagen , dass das Leben mit ihnen total einfach war .",2,4,0.5
easy,Bus,Affect,einfachen,einfachen:1,"If I start you off easy , I learn how to choose .","Wenn ich mit dem einfachen anfange , lerne ich wie ich auswähle .",1,7,0.1429
easy,Bus,Judgement,"einfach, leicht","einfach:1, leicht:1","Because when the tacks are out of the box , it 's pretty easy is n't it ?","Wenn die Heftzwecken nicht in der Schachtel sind , ist es ziemlich einfach , oder ?",2,7,0.2857
easy,Bus,Appreciation,"leicht, einfach, einfaches","leicht:2, einfach:1, einfaches:1","They think , "" Well , you know , figuring out what people think about cola 's not that easy . "" "" You know , maybe we made an error somewhere along the way . "" "" You know , let 's just make an educated guess , "" and they simply point and they go for 10 percent , right in the middle .","Sie denken sich , also gut , es ist nicht so leicht rauszufinden , was die Leute von Cola halten . Man kann nie wissen , vielleicht haben wir zwischendurch einen Fehler gemacht . Also müssen wir einfach eine begründete Schätzung treffen , und dann zeigen sie einfach in die Mitte und nehmen zehn Prozent , ganz in der Mitte .",4,7,0.5714
easy,Edu,Affect,,,,,0,2,0.0
easy,Edu,Judgement,,,,,0,2,0.0
easy,Edu,Appreciation,"einfach, schwierig","einfach:1, schwierig:1","So now it 's up to us to listen , and that might not be easy .","Nun liegt es an uns , zuzuhören , und das könnte sich als schwierig erweisen .",2,2,1.0
easy,Ent,Affect,leicht,leicht:1,"I 've been making games online now for 10 years , and my goal for the next decade is to try to make it as easy to save the world in real life as it is to save the world in online games .","Ich entwickle jetzt seit 10 Jahren Online - Spiele . Und mein Ziel für das nächste Jahrzehnt ist , es genauso leicht zu machen , die Welt in der Realität zu retten , wie sie in Online - Spielen zu retten ist .",1,2,0.5
easy,Ent,Judgement,,,,,0,2,0.0
easy,Ent,Appreciation,einfach,einfach:1,So that was too easy .,Das war also zu einfach .,1,2,0.5
easy,His,Affect,,,,,0,1,0.0
easy,His,Judgement,,,,,0,1,0.0
easy,His,Appreciation,entschlossen,entschlossen:1,"Organizations like HIAS , where I work , and other humanitarian and faith - based organizations , make it easy for you to take a stand when there 's a law that 's worth opposing or a law that 's worth supporting or a policy that needs oversight .","Humanitäre oder religiös geprägte Organisationen oder solche wie HIAS , wo ich bin , stellen sich entschlossen gegen fragwürdige Gesetze , unterstützen solche , die es wert sind , und verweisen auf revisionsbedürftige Richtlinien .",1,1,1.0
easy,Med,Affect,,,,,0,3,0.0
easy,Med,Judgement,leicht,leicht:2,"And then I got really confused , because I thought it was relatively easy at that age to just give people the hormones of the gender in which they were affirming .","Und dann war ich sehr verwirrt , denn ich dachte , es wäre in diesem Alter relativ leicht , den Leuten einfach Hormone zu geben , je nachdem , welches Geschlecht sie für sich bestätigten .",2,3,0.6667
easy,Med,Appreciation,leicht werden,leicht werden:1,But I must warn you : this is not easy .,Aber ich muss Sie warnen : Es wird nicht leicht werden .,1,3,0.3333
easy,Phi,Affect,,,,,0,1,0.0
easy,Phi,Judgement,,,,,0,1,0.0
easy,Phi,Appreciation,leicht,leicht:1,"I 'd compare them side by side , I 'd see that one was better , and the choice would be easy .","Ich würde sie nebeneinander vergleichen und sehen , welcher besser ist , und die Wahl wäre leicht .",1,1,1.0
easy,Pol,Affect,,,"And we will never again have a large group of conservative southern Democrats and liberal northern Republicans making it easy , making there be a lot of overlap for bipartisan cooperation .","Und wir werden nie wieder eine große Gruppe konservativer Demokraten aus dem Süden und liberaler Republikaner aus dem Norden haben , die zu vielen Überschneidungen für parteiübergreifende Kooperation führen .",1,2,0.5
easy,Pol,Judgement,leicht,leicht:1,And it wo n't be easy -- that 's for sure .,Und es wird nicht leicht .,1,2,0.5
easy,Pol,Appreciation,,,,,0,2,0.0
easy,Psy,Affect,,,,,0,1,0.0
easy,Psy,Judgement,,,,,0,1,0.0
easy,Psy,Appreciation,gut,gut:1,"An appeal like that makes it so easy for me to imagine the good that my money will do , that I actually get an immediate sense of effectiveness the minute I commit to giving .","Bei dieser Art Spendenaufruf kann ich mir gut vorstellen , wie mein Geld hilft und ich bekomme sofort das Gefühl , etwas zu bewirken , sobald ich spende .",1,1,1.0
easy,Sci,Affect,,,,,0,6,0.0
easy,Sci,Judgement,einfach,einfach:2,"It 's not easy , because life uses only a subset of the elements in the periodic table .","Das ist nicht einfach , denn das Leben nutzt nur eine Teilmenge der Elemente in dem Periodensystem .",2,6,0.3333
easy,Sci,Appreciation,"leicht, einfach","leicht:3, einfach:1","Diving day and night was really easy for me in 1970 , when I led a team of aquanauts living underwater for weeks at a time -- at the same time that astronauts were putting their footprints on the moon .","Tag und Nacht zu tauchen war 1970 sehr leicht für mich , als ich eine Gruppe von Aquanauten geführt habe . Während wir mehrere Wochen unter Wasser lebten , hinterließen die Astronauten ihre Fußabdrücke auf dem Mond .",4,6,0.6667
easy,Tech,Affect,einfach,einfach:3,"Sounds pretty easy , pulling CO2 out of the air .","Das klingt recht einfach , CO2 aus der Luft ziehen .",3,6,0.5
easy,Tech,Judgement,einfach,einfach:1,"You might even think it 'd be easy , given that I just said the vast majority of activity on Twitter puts no one in harm 's way .","Vielleicht denken Sie , das wäre einfach , da ich ja gerade sagte , dass die große Mehrheit der Aktivitäten auf Twitter niemandem schadet .",1,6,0.1667
easy,Tech,Appreciation,einfach,einfach:2,But I 'll tell you what is easy : avoiding CO2 emissions to begin with .,"Aber ich sage Ihnen , was einfach ist : CO2 Emissionen direkt zu vermeiden .",2,6,0.3333
edgier,Edu,Affect,,,,,0,1,0.0
edgier,Edu,Judgement,bissiger,bissiger:1,They 're a little edgier than that .,Sie sind ein wenig bissiger .,1,1,1.0
edgier,Edu,Appreciation,,,,,0,1,0.0
educated,Psy,Affect,,,,,0,1,0.0
educated,Psy,Judgement,,,,,0,1,0.0
educated,Psy,Appreciation,gebildet,gebildet:1,"Not at any time on this planet have women been so educated , so interesting , so capable .","Zu keiner Zeit auf diesem waren Planten waren die Frauen so gebildet , so interessant , so fähig .",1,1,1.0
eerie,Sci,Affect,,,,,0,1,0.0
eerie,Sci,Judgement,neblig,neblig:1,"It 's cold , it 's eerie , it 's misty , it might be raining , and you might be standing on the shores of Lake Michigan brimming with paint thinner .","Es ist kalt , gespenstisch und neblig , vielleicht regnet es und vielleicht stehen Sie an dem Ufer eines Michigansees randvoll mit Farbverdünner .",1,1,1.0
eerie,Sci,Appreciation,,,,,0,1,0.0
effective,Bus,Affect,erfolgreicher,erfolgreicher:1,It would certainly clear things up a lot and make your operations together more effective .,Es würde mit Sicherheit Dinge klären und Ihre gemeinsamen Handlungen erfolgreicher machen .,1,1,1.0
effective,Bus,Judgement,,,,,0,1,0.0
effective,Bus,Appreciation,,,,,0,1,0.0
effective,Edu,Affect,,,,,0,1,0.0
effective,Edu,Judgement,funktioniert,funktioniert:1,And that should save over two thirds of the lives if it 's effective .,Dies sollte über zweidrittel der Leben retten wenn es funktioniert .,1,1,1.0
effective,Edu,Appreciation,,,,,0,1,0.0
effective,Med,Affect,,,,,0,5,0.0
effective,Med,Judgement,"effektiv, effektiver, wirksamer","effektiv:1, effektiver:1, wirksamer:1","But if you change the form that you give the placebo in , like you make a smaller pill , and color it blue , and stamp a letter into it , it is actually measurably more effective .","Aber wenn Sie die Form , in der Sie das Placebo verabreichen , zu dem Beispiel in eine kleinere Pille verändern , und diese blau färben und einen Buchstaben darauf prägen , ist sie tatsächlich messbar effektiver .",3,5,0.6
effective,Med,Appreciation,"Erfolge, effektiv","Erfolge:1, effektiv:1",These surgeries were actually now being effective .,Diese Operationen zeigten nun tatsächlich Erfolge .,2,5,0.4
effective,Pol,Affect,,,,,0,1,0.0
effective,Pol,Judgement,effektiver,effektiver:1,"No Labels and Common Cause , I think , have very good ideas for changes we need to do to make our democracy more responsive and our Congress more effective .",""" No Labels "" und "" Common Cause "" haben sehr gute Ideen für notwendige Änderungen , um unsere Demokratie zugänglicher und unseren Kongress effektiver zu machen .",1,1,1.0
effective,Pol,Appreciation,,,,,0,1,0.0
effective,Psy,Affect,Effizienz,Effizienz:1,"In fact , this idea of feeling effective is part of why certain kinds of donor appeals are so , so persuasive -- because they allow you to really vividly imagine the effect that your help is going to have .","Tatsächlich ist das Gefühl der Effizienz ein Grund , warum bestimmte Spendenaufrufe so überzeugend sind -- man kann sich nämlich bildlich vorstellen , wie die Hilfe wirkt .",1,1,1.0
effective,Psy,Judgement,,,,,0,1,0.0
effective,Psy,Appreciation,,,,,0,1,0.0
efficient,Bus,Affect,,,,,0,1,0.0
efficient,Bus,Judgement,,,,,0,1,0.0
efficient,Bus,Appreciation,effizienter,effizienter:1,"That means that our countries are getting richer , our companies are getting more efficient , but we 're not creating more jobs and we 're not paying people , as a whole , more .","Das bedeutet , dass unsere Staaten reicher und unsere Unternehmen effizienter werden , aber wir nicht mehr Arbeitsplätze schaffen und den Menschen nicht mehr bezahlen .",1,1,1.0
efficient,Med,Affect,,,,,0,1,0.0
efficient,Med,Judgement,,,,,0,1,0.0
efficient,Med,Appreciation,effizient,effizient:1,"Because these technologies are so efficient and relatively cheap , billions of people can have access to lifesaving vaccines if we can figure out how to deliver them .","Weil diese Technologien so effizient und relativ preiswert sind können Milliarden von Menschen Zugang zu lebensrettenden Impfstoffen haben , wenn wir herausfinden können , wir wir sie ausliefern können .",1,1,1.0
efficient,Sci,Affect,,,,,0,3,0.0
efficient,Sci,Judgement,effizient,effizient:1,"So going back to what I was saying before about all power being produced -- well , other than photovoltaic -- being produced by this boiling of steam and turning a turbine , that 's actually not that efficient , and in fact , in a nuclear power plant like this , it 's only roughly 30 to 35 percent efficient .","Gehen wir zurück zu dem , was ich vorhin über Energie erzählte , dass alles – na ja , außer Fotovoltaik – durch das Erzeugen von Dampf und einer drehenden Turbine erzeugt wird , das ist leider gar nicht so effizient . Ein Reaktor wie dieser ist nur zu etwa 30 bis 35 Prozent effizient .",1,3,0.3333
efficient,Sci,Appreciation,"effizient, effizienter","effizient:1, effizienter:1","And because these two technologies are so much more efficient , at production scale these products will be cheaper .","Und weil diese zwei Technologien so viel effizienter sind , in dem Produktionsmaßstab , werden diese Produkte billiger sein .",2,3,0.6667
effortless,Psy,Affect,,,,,0,1,0.0
effortless,Psy,Judgement,leicht,leicht:1,"They render our choices effortless , friction - free .","Sie machen Entscheidungen leicht für uns , reibungslos .",1,1,1.0
effortless,Psy,Appreciation,,,,,0,1,0.0
egregious,Psy,Affect,,,,,0,1,0.0
egregious,Psy,Judgement,,,,,0,1,0.0
egregious,Psy,Appreciation,ziemlich erschreckend,ziemlich erschreckend:1,"In 1993 , the differences between the different quintiles of the population , in terms of income , are fairly egregious .",1993 waren die Unterschiede bei dem Einkommen zwischen den einzelnen Fünfteln der Bevölkerung ziemlich erschreckend .,1,1,1.0
elaborate,Med,Affect,,,,,0,1,0.0
elaborate,Med,Judgement,durchdacht,durchdacht:1,"So , social networks are these intricate things of beauty , and they 're so elaborate and so complex and so ubiquitous , in fact , that one has to ask what purpose they serve .","Nun , soziale Netzwerke sind eine dieser verzwickten Schönheiten , und sie sind so durchdacht und so komplex und in der Tat so allgegenwärtig , dass man fragen muss , welchem Zweck sie dienen .",1,1,1.0
elaborate,Med,Appreciation,,,,,0,1,0.0
elastic,Bus,Affect,,,,,0,1,0.0
elastic,Bus,Judgement,dehnbarer,dehnbarer:1,So that becomes a very powerful force for them to make their brand more elastic .,"Das wird für sie also eine starke Kraft , um ihre Marke dehnbarer zu machen .",1,1,1.0
elastic,Bus,Appreciation,,,,,0,1,0.0
elegant,Phi,Affect,,,,,0,1,0.0
elegant,Phi,Judgement,,,,,0,1,0.0
elegant,Phi,Appreciation,elegant,elegant:1,He claims that the universe we live in mathematically is very elegant .,"Er behauptet , dass das Universum , in dem wir leben , mathematisch sehr elegant sei .",1,1,1.0
eligible,Med,Affect,,,,,0,1,0.0
eligible,Med,Judgement,unterziehen,unterziehen:1,"And then at 18 , they 're eligible for surgery . And while there 's no good surgery for females to males genitally , the male - to - female surgery has fooled gynecologists .","Und dann mit 18 können sie sich einer Operation unterziehen , und obwohl es keine gute Umwandlung weiblicher Genitalien zu männlichen gibt , hat die Umwandlung von männlich zu weiblich sogar Gynäkologen getäuscht .",1,1,1.0
eligible,Med,Appreciation,,,,,0,1,0.0
eligible,Pol,Affect,,,,,0,2,0.0
eligible,Pol,Judgement,,,,,0,2,0.0
eligible,Pol,Appreciation,patentierbar,patentierbar:2,"Turns out that the Supreme Court has made clear through a long line of cases , that certain things are not patent eligible .","Der Oberste Gerichtshof hat in vielen Fällen klar festgehalten , dass bestimmte Dinge nicht patentierbar sind .",2,2,1.0
