en_form,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances,pct_of_form
different,Appreciation,"anders, (NULL), andere, sich, unterscheiden, unterscheidet, verschieden, Unterschied, Unterschiede, differenzieren, stark, unterschiedet, unterschiedlich, unterschiedliche, unterschiedlichen","anders:15, (NULL):2, andere:2, sich:2, unterscheiden:2, unterscheidet:2, verschieden:2, Unterschied:1, Unterschiede:1, differenzieren:1, stark:1, unterschiedet:1, unterschiedlich:1, unterschiedliche:1, unterschiedlichen:1",Fair enough . But I wanted interviews that were different .,"Schön und gut , aber ich wollte Interviews , die anders sind .",35,54,0.6481
different,Judgement,"anders, unterscheiden, andere, sich, unterscheidet, unterschiedlich, verschieden","anders:8, unterscheiden:2, andere:1, sich:1, unterscheidet:1, unterschiedlich:1, verschieden:1","So let me take you back how it 's so incredibly different building Buzzcar than it was building Zipcar , because now every single thing we do has these two different bodies that I have to be thinking about : the owners who are going to provide the cars and the drivers who are going to rent them .","Lassen Sie sich zurückversetzen , warum es so unglaublich anders war Buzzcar aufzubauen , als Zipcar , weil jetzt jede einzelne Sache , die wir tun , diese zwei verschiedenen Seiten hat , an die ich zu denken habe : Die Eigentümer , die die Autos zu der Verfügung stellen werden , und die Fahrer , die diese Autos ausleihen werden .",15,54,0.2778
difficult,Affect,erschwert,erschwert:1,"Yes , this means that in the future , encryption is going to make wiretapping more difficult .","Das bedeutet , dass in Zukunft das Abhören durch Verschlüsselung erschwert wird .",1,23,0.0435
difficult,Appreciation,"schwer, schwierig, (NULL), einfach, komplex, kompliziert, komplizierter","schwer:6, schwierig:4, (NULL):1, einfach:1, komplex:1, kompliziert:1, komplizierter:1","Well , it seems to me that this Hungarian presence in my life is difficult to account for , but ultimately I ascribe it to an admiration for people with a complex moral awareness , with a heritage of guilt and defeat matched by defiance and bravado .","Nun , mir erscheint diese ungarische Präsenz in meinem Leben schwer erklärbar , aber ich schreibe es letztlich einer Bewunderung für Menschen mit komplexer moralischer Achtsamkeit zu - mit einem Erbe aus Schuld und Niederlage , gepaart mit Trotz und Draufgängertum .",15,23,0.6522
difficult,Judgement,"schwierig, kompliziert","schwierig:6, kompliziert:1",People say it 's emotionally difficult .,Manche Leute finden es emotional schwierig .,7,23,0.3043
digital,Affect,digital,digital:1,Make it all digital ?,Alles digital machen ?,1,1,1.0
dilute,Appreciation,verdünnt,verdünnt:2,"So now the bacteria are dilute , that little hormone molecule is gone , so they 're not making light .","Jetzt sind die Bakterien verdünnt , das winzige Hormonmolekül ist weg und sie erzeugen folglich auch kein Licht .",2,2,1.0
dim,Appreciation,schlecht beleuchtet,schlecht beleuchtet:1,The halls were dim and dark from poor lighting .,Die Gänge waren schlecht beleuchtet und düster .,1,1,1.0
direct,Appreciation,direkte,direkte:1,"Actually we did n't ask them , but when they conducted exit polls in every state , in 37 states , out of the 50 , they asked a question , that was pretty direct , about race .","Um genau zu sein , eigentlich haben nicht wir sie gefragt , aber als man Wahltagsbefragungen in jedem Bundesstaat durchgeführt hat , wurde in 37 von 50 Staaten eine sehr direkte Frage die ethnische Zugehörigkeit betreffend gestellt .",1,1,1.0
dirty,Appreciation,schmutzig,schmutzig:1,"People are getting their hands dirty , rolling up their sleeves .",Die Leute machen sich also die Hände schmutzig . Sie krempeln ihre Ärmel hoch .,1,2,0.5
dirty,Judgement,Schmutz,Schmutz:1,"He 's not taking his own sandwich because he does n't want it , because now it 's dirty , on the ground .","Er nimmt sein eigenes Brot deswegen nicht , weil er es nicht mehr möchte , da es jetzt in dem Schmutz auf dem Boden liegt .",1,2,0.5
disappointed,Judgement,enttäuscht,enttäuscht:2,"And I was so nervous , because I thought he was going to be disappointed in me for abandoning our clients for some crazy idea .","Und ich war so nervös , denn ich erwartete , dass er von mir enttäuscht sein würde , weil ich unsere Klienten für eine verrückte Idee in dem Stich lassen wollte .",2,2,1.0
disappointing,Appreciation,Enttäuschung,Enttäuschung:1,"And this was really disappointing to Doug , because before this time , he was proud of what he did .","Das war wirklich eine Enttäuschung für Doug , denn vor diesem Zeitpunkt war er stolz auf seine Arbeit gewesen .",1,1,1.0
discouraging,Judgement,entmutigend,entmutigend:1,"I live and work in San Francisco , and if you 're looking for funding , you are typically going to compete with some very young people from the high - tech industry , and it can be very discouraging and intimidating .","Ich lebe und arbeite in San Francisco . Bei der Suche nach Sponsoren misst man sich üblicherweise mit sehr jungen Leuten aus der Hightech - Industrie , was sehr entmutigend und einschüchternd sein kann .",1,1,1.0
disillusioned,Affect,desillusioniert,desillusioniert:1,"And on a particularly dark night of December of 2004 , I sat down with my family , and I said that I had become very disillusioned .","Und in einer besonders dunklen Nacht , in dem Dezember 2004 , saß ich mit meiner Familie zusammen und sagte , dass ich sehr desillusioniert sei .",1,1,1.0
dispositional,Appreciation,Veranlagung,Veranlagung:1,There are three ways . The main way is called dispositional .,Auf drei Arten : die vorherrschende Art heißt Veranlagung .,1,1,1.0
distant,Appreciation,"stark, weitreichender","stark:1, weitreichender:1","And although the circumstances of our lives may seem very distant , with me standing here as the First Lady of the United States of America , and you , just getting through school , I want you to know that we have very much in common .","Auch wenn unsere Lebensumstände sich stark zu unterscheiden scheinen – ich hier vorn als First Lady der USA , ihr noch auf der Schule – , sollt ihr wissen , dass wir sehr viel gemeinsam haben .",2,2,1.0
distinctive,Appreciation,bezeichnend,bezeichnend:1,"And it turns out that that 's so distinctive that you can actually look at this tree , and you can actually use it to determine that this is a technological system versus a biological system .","Und es zeigt sich , dass das so bezeichnend ist , dass sie sich den Baum ansehen können , und sie ihn tatsächlich benutzen können , um zu bestimmen , das dies ein technisches System gegen ein bilogisches System ist .",1,1,1.0
distractable,Appreciation,ablenkbar,ablenkbar:1,"By autistic standards , the normal human brain is easily distractable , obsessively social , and suffers from a deficit of attention to detail .","Nach autistischen Maßstäben ist das normale menschliche Gehirn leicht ablenkbar , zwanghaft sozial und hat die Schwäche , nicht auf Details zu achten .",1,1,1.0
diverse,Appreciation,vielseitig,vielseitig:1,"I 'm a big fan of cities . Especially if we have cites that are diverse and sustainable , and can support people of different ethnicities and different income groups .","Ich bin ein großer Fan von Städten , insbesondere wenn diese vielseitig und nachhaltig sind und Menschen verschiedener Ethnien und Einkommen dort leben können .",1,2,0.5
diverse,Judgement,vielfältig,vielfältig:1,It 's diverse . It 's got a lot of different approaches .,Sie ist vielfältig und es gibt viele unterschiedliche Denkansätze .,1,2,0.5
doable,Appreciation,machbar,machbar:1,And I think that 's doable in well under 20 years .,"Ich glaube , dass das in weit unter 20 Jahren machbar ist .",1,1,1.0
done,Affect,"fertig, gerade","fertig:2, gerade:1","Inside your head , you 're like , "" It 's one . You 're speaking it , buddy . I 'm done . ""","Sie denken sich : "" Eine . Du sprichst sie gerade , Kumpel . Nur eine . """,3,4,0.75
done,Judgement,(NULL),(NULL):1,The teams we give the money to spend on each other become different teams ; they dominate the league by the time they 're done .,"Die Teams , welchen wir Geld gaben , um es füreinander auszugeben , wurden zu anderen Teams und dominierten an dem Ende tatsächlich die Liga .",1,4,0.25
doomed,Affect,"verdammt, verloren","verdammt:1, verloren:1","He instantly saw that I was the cause of the commotion , and for the first time in my life , I was sent to the hall , and I thought , "" Oh no , I 'm doomed .","Er merkte sofort , dass ich der Grund für die Unruhe war , und zu dem ersten Mal in meinem Leben wurde ich aus der Klasse geschickt , und ich dachte : "" Oh nein , ich bin verloren .",2,2,1.0
double,Appreciation,"doppelt, verdoppeln","doppelt:1, verdoppeln:1",Work by Dr. Robert Sapolsky shows that individuals who can not differentiate threat from non-threat and react to everything with the same response have double the level of stress hormones .,"Dr. Robert Sapolsky weist nach : Wer nicht zwischen Bedrohung und Nicht - Bedrohung unterscheiden kann und auf alles in gleicher Weise reagiert , hat doppelt so viele Stresshormone .",2,2,1.0
dramatic,Appreciation,"(NULL), dramatisch","(NULL):1, dramatisch:1",Changes which are slow and gradual can be hard to notice even if their ultimate impact is quite dramatic .,"Veränderungen , die langsam und stetig sind , sind schwer zu bemerken , selbst wenn ihre Auswirkungen letztlich recht dramatisch sind .",2,4,0.5
dramatic,Judgement,dramatisch,dramatisch:2,"And I know that sounds dramatic , because to me , standing up here years later , whole and healthy -- to me , it sounds dramatic .","Ich weiß , das klingt dramatisch .Wenn ich jetzt Jahre später hier stehe , gesund und wohlauf , klingt das auch für mich dramatisch .",2,4,0.5
dreadful,Judgement,grauenhaft,grauenhaft:2,It was dreadful .,Es war grauenhaft .,2,2,1.0
drowsy,Judgement,schläfrig,schläfrig:1,"And then they 're drowsy and they 're getting behind the wheel of the car , and they 're at risk for motor vehicle accidents .","Daher haben sie morgens bei dem Aufwachen einen höheren Wirkstoffgehalt in ihrem Blut und sind davon noch schläfrig , wenn sie sich an das Steuer setzen , was die Gefahr eines Autounfalls erhöht .",1,1,1.0
drunk,Affect,"betrank, blau","betrank:1, blau:1","Fast - forward several hours , we both got really silly drunk .",Wenige Stunden später waren wir beide vollkommen blau .,2,2,1.0
dry,Appreciation,trocken,trocken:4,"And when you 're dealing with grammar , which is , you know , incredibly dry , E.B .","Und wenn man es dann mit Grammatik zu tun bekommt , das ist einfach , na ja , unglaublich trocken , E.B .",4,4,1.0
due,Affect,fällig,fällig:1,"But every once in a while , like Lizzie Borden , like three times a century , and we 're kind of due .","Aber hin und wieder , siehe Lizzi Borden , so dreimal alle hundert Jahre , sind wir irgendwie fällig .",1,1,1.0
dull,Appreciation,langweilig,langweilig:1,Most scientists are really rather dull .,Die meisten Wissenschaftler sind eher langweilig .,1,2,0.5
dull,Judgement,lahm,lahm:1,"And it may seem simple , it may seem dull by itself , but it gives tempo and heartbeat .","Sie scheinen einfach , möglicherweise lahm , aber sie geben Tempo und Rhythmus .",1,2,0.5
dumb,Appreciation,dumm,dumm:2,"Scott Simon , who told this story on NPR , said , "" Rules and procedures may be dumb , but they spare you from thinking . ""","Scott Simon , der diese Geschichte in dem Radio ( NPR ) erzählte , sagte : "" Regel und Prozeduren sind vielleicht dumm , aber sie ersparen dir das denken . """,2,3,0.6667
dumb,Judgement,blöd,blöd:1,"They go , "" Well , he 's certainly not dumb enough to stab himself through the skin to entertain us for a few minutes .","Sie sagen : "" Okay , der ist bestimmt nicht so blöd und durchsticht sich selbst die Haut , nur um uns ein paar Minuten lang zu unterhalten . """,1,3,0.3333
durable,Judgement,langlebig,langlebig:1,"So this movement , if it 's to be durable and global , will have to cross borders , and you will have to see other citizens in democracies , not simply resting on the assumption that their government would do something in the face of genocide , but actually making it such .","Wenn diese Bewegung langlebig und global werden soll , wird sie Grenzen überschreiten müssen , und werden sich andere Bürger in Demokratien nicht mehr auf der Annahme ausruhen können , dass ihre Regierung schon etwas gegen den Völkermord unternehmen wird , sondern sie wirklich dazu bringen , es zu tun .",1,1,1.0
